Year,Demand (in millions),Injector Type,Material Type,Volume Produced,Reusable,Recyclable,Usage Frequency,Efficacy rate,Carbon Footprint,Recyclable Type
2026,700.6549272,Pen,Recyclable Plastic,2006688.695,1,TRUE,'Weekly',0,1326156.853,Recyclable
2030,197.5120654,Patch Injector,Recyclable Plastic,1811105.588,1,TRUE,'Monthly',1,1340226.654,Recyclable
2016,124.9760112,Autoinjector,Type2 Plastic,152050.5899,0,FALSE,'Monthly',1,186032.6428,Non-Recyclable
2011,57.40190728,Pen,Type2 Plastic,563227.83,0,FALSE,'Daily',1,891937.5389,Non-Recyclable
2011,56.74395663,Patch Injector,Recyclable Plastic,604557.58,0,TRUE,'Yearly',1,419804.9974,Recyclable
2028,666.4179655,Pen,Type1 Plastic,587048.9918,0,FALSE,'Monthly',1,807299.7835,Non-Recyclable
2021,138.9663123,Pen,Recyclable Plastic,164852.6581,0,TRUE,'Weekly',1,113433.5439,Recyclable
2024,109.0337171,Pen,Type1 Plastic,1049574.969,0,FALSE,'Daily',1,1406563.365,Non-Recyclable
2027,716.2461193,Autoinjector,Recyclable Plastic,399607.8541,1,TRUE,'Monthly',1,309875.3017,Recyclable
2014,57.98280482,Autoinjector,Type2 Plastic,407470.4881,0,FALSE,'Monthly',0,559410.479,Non-Recyclable
2014,69.65640415,Patch Injector,Type2 Plastic,738663.909,1,FALSE,'Daily',0,1050024.669,Non-Recyclable
2018,83.68021077,Patch Injector,Type2 Plastic,949107.1048,0,FALSE,'Weekly',0,1213436.135,Non-Recyclable
2011,53.75946661,Patch Injector,Type2 Plastic,897523.33,0,FALSE,'Weekly',1,1286746.869,Non-Recyclable
2011,55.60418634,Pen,Type2 Plastic,295045.3,0,FALSE,'Weekly',1,402880.3752,Non-Recyclable
2021,302.5618884,Patch Injector,Recyclable Plastic,727516.9061,0,TRUE,'Yearly',1,509377.5026,Recyclable
2017,62.02459269,Pen,Type1 Plastic,544767.9602,0,FALSE,'Yearly',1,835684.0639,Non-Recyclable
2028,508.3473672,Patch Injector,Recyclable Plastic,1983927.271,0,TRUE,'Weekly',1,1328575.911,Recyclable
2027,504.3723476,Autoinjector,Type1 Plastic,1611511.105,0,FALSE,'Yearly',1,2373103.036,Non-Recyclable
2012,60.23729193,Patch Injector,Type2 Plastic,830445.6996,0,FALSE,'Daily',1,1301258.332,Non-Recyclable
2013,67.12777803,Pen,Recyclable Plastic,168462.3669,0,TRUE,'Monthly',1,129851.0947,Recyclable
2025,92.51769604,Autoinjector,Type1 Plastic,1446906.177,0,FALSE,'Monthly',1,1933000.578,Non-Recyclable
2027,100.3760872,Pen,Type2 Plastic,1117589.584,0,FALSE,'Weekly',1,1440538.758,Non-Recyclable
2014,52.13979653,Patch Injector,Recyclable Plastic,408599.8032,0,TRUE,'Daily',1,293642.2813,Recyclable
2028,912.0798377,Patch Injector,Recyclable Plastic,1042812.755,1,TRUE,'Monthly',1,758699.3109,Recyclable
2013,82.71814587,Autoinjector,Type2 Plastic,601235.9258,0,FALSE,'Monthly',1,757244.7034,Non-Recyclable
2011,53.72987601,Autoinjector,Type1 Plastic,961905.78,0,FALSE,'Daily',1,1381011.836,Non-Recyclable
2030,339.7247499,Autoinjector,Recyclable Plastic,249950.0415,0,TRUE,'Weekly',0,173470.1301,Recyclable
2022,164.6056135,Pen,Type1 Plastic,926265.0004,0,FALSE,'Monthly',1,1374600.175,Non-Recyclable
2010,50,Autoinjector,Recyclable Plastic,271944,0,TRUE,'Monthly',1,223209.9865,Recyclable
2011,55.32345178,Autoinjector,Type2 Plastic,524041.375,0,FALSE,'Monthly',1,797539.44,Non-Recyclable
2013,83.91303008,Pen,Type2 Plastic,730066.7343,0,FALSE,'Monthly',0,906674.3832,Non-Recyclable
2012,62.28000023,Patch Injector,Type1 Plastic,903932.4299,0,FALSE,'Yearly',0,1476524.548,Non-Recyclable
2021,359.1387633,Patch Injector,Type2 Plastic,596176.1634,0,FALSE,'Monthly',1,787549.3912,Non-Recyclable
2030,110.1849294,Autoinjector,Recyclable Plastic,1814807.569,0,TRUE,'Yearly',1,1264048.688,Recyclable
2016,58.10086468,Autoinjector,Type1 Plastic,789374.0905,0,FALSE,'Monthly',1,1179999.256,Non-Recyclable
2026,787.2965242,Patch Injector,Type1 Plastic,516177.6236,0,FALSE,'Monthly',1,671307.7065,Non-Recyclable
2020,279.1197869,Patch Injector,Type2 Plastic,980066.5783,0,FALSE,'Monthly',1,1400296.664,Non-Recyclable
2017,134.7228152,Patch Injector,Type1 Plastic,52770.1392,0,FALSE,'Weekly',1,74459.63962,Non-Recyclable
2026,709.3713808,Patch Injector,Recyclable Plastic,1137908.813,1,TRUE,'Weekly',1,855132.2956,Recyclable
2028,130.5252114,Autoinjector,Recyclable Plastic,1364517.44,0,TRUE,'Monthly',1,837664.2952,Recyclable
2019,238.5097261,Autoinjector,Recyclable Plastic,272047.5486,0,TRUE,'Yearly',1,194277.2609,Recyclable
2020,79.87649432,Patch Injector,Type2 Plastic,159746.1996,0,FALSE,'Monthly',1,252463.7776,Non-Recyclable
2021,95.37505768,Autoinjector,Recyclable Plastic,1401951.912,0,TRUE,'Daily',1,1030578.907,Recyclable
2015,109.3425447,Autoinjector,Recyclable Plastic,114401.9942,0,TRUE,'Yearly',1,87089.44924,Recyclable
2011,55.30545436,Patch Injector,Recyclable Plastic,936254.165,1,TRUE,'Yearly',1,685713.7099,Recyclable
2012,58.31567147,Autoinjector,Type1 Plastic,522768.7479,0,FALSE,'Daily',1,656698.067,Non-Recyclable
2015,64.2328359,Patch Injector,Recyclable Plastic,958784.9668,0,TRUE,'Monthly',0,694447.115,Recyclable
2017,107.8932479,Autoinjector,Recyclable Plastic,234766.357,0,TRUE,'Daily',1,161758.6924,Recyclable
2013,72.60148852,Patch Injector,Recyclable Plastic,879491.0267,0,TRUE,'Daily',1,649357.4363,Recyclable
2021,55.75733659,Patch Injector,Recyclable Plastic,737774.9602,0,TRUE,'Yearly',1,494863.7783,Recyclable
2012,70.7067913,Patch Injector,Type1 Plastic,214796.9494,0,FALSE,'Monthly',1,288679.4359,Non-Recyclable
2018,90.597115,Autoinjector,Type2 Plastic,1224228.111,0,FALSE,'Daily',1,1604920.449,Non-Recyclable
2024,110.9066819,Pen,Recyclable Plastic,1196882.372,0,TRUE,'Yearly',1,886731.9069,Recyclable
2026,149.643368,Patch Injector,Type2 Plastic,778337.4666,0,FALSE,'Monthly',0,1034950.396,Non-Recyclable
2016,105.0427598,Patch Injector,Type1 Plastic,524887.6637,1,FALSE,'Daily',0,702697.1707,Non-Recyclable
2025,97.33269236,Patch Injector,Recyclable Plastic,1209423.798,0,TRUE,'Yearly',1,747522.2324,Recyclable
2018,53.03430578,Autoinjector,Recyclable Plastic,847115.471,0,TRUE,'Weekly',1,622065.0494,Recyclable
2018,60.26612311,Pen,Type2 Plastic,107842.1558,0,FALSE,'Monthly',1,137364.7713,Non-Recyclable
2010,50,Patch Injector,Type2 Plastic,437329,0,FALSE,'Weekly',1,675658.8346,Non-Recyclable
2015,67.14523003,Autoinjector,Type1 Plastic,355229.1461,0,FALSE,'Monthly',1,518493.588,Non-Recyclable
2029,117.8377688,Patch Injector,Type1 Plastic,457311.752,0,FALSE,'Monthly',1,625658.0734,Non-Recyclable
2029,538.8912227,Autoinjector,Recyclable Plastic,1708762.853,0,TRUE,'Monthly',0,1071395.469,Recyclable
2027,110.2744508,Patch Injector,Type1 Plastic,1562884.418,0,FALSE,'Weekly',1,1945932.136,Non-Recyclable
2021,330.4078883,Patch Injector,Type1 Plastic,1223514.351,0,FALSE,'Daily',1,1650285.342,Non-Recyclable
2029,406.8433969,Autoinjector,Type1 Plastic,929151.4847,0,FALSE,'Monthly',1,1197861.707,Non-Recyclable
2016,79.75045685,Patch Injector,Type2 Plastic,685633.4444,0,FALSE,'Monthly',0,892543.8459,Non-Recyclable
2015,84.42260886,Patch Injector,Type2 Plastic,118514.3946,0,FALSE,'Yearly',1,181386.081,Non-Recyclable
2010,50,Pen,Recyclable Plastic,86110,0,TRUE,'Monthly',1,61823.93498,Recyclable
2022,114.2908792,Patch Injector,Recyclable Plastic,1279316.989,0,TRUE,'Weekly',1,839393.3226,Recyclable
2018,87.68289686,Patch Injector,Type1 Plastic,1357818.821,0,FALSE,'Monthly',0,2059842.583,Non-Recyclable
2027,99.51515852,Autoinjector,Type2 Plastic,297231.6547,0,FALSE,'Yearly',0,425864.1554,Non-Recyclable
2011,57.53092463,Autoinjector,Type2 Plastic,256338.5,0,FALSE,'Monthly',1,304843.8215,Non-Recyclable
2013,66.9727145,Autoinjector,Recyclable Plastic,1110274.758,1,TRUE,'Daily',0,825407.9899,Recyclable
2029,268.9658453,Patch Injector,Recyclable Plastic,1076079.104,0,TRUE,'Daily',1,734772.1697,Recyclable
2018,132.8233647,Pen,Recyclable Plastic,1075068.244,0,TRUE,'Monthly',1,759568.7295,Recyclable
2024,230.8798043,Pen,Type1 Plastic,1216079.633,0,FALSE,'Monthly',1,1951463.42,Non-Recyclable
2011,52.53238177,Autoinjector,Type1 Plastic,970535.39,1,FALSE,'Yearly',1,1332481.324,Non-Recyclable
2015,82.98651082,Pen,Recyclable Plastic,499862.2679,1,TRUE,'Weekly',1,346844.9184,Recyclable
2020,232.5139896,Autoinjector,Type1 Plastic,408758.6345,0,FALSE,'Weekly',1,629733.9927,Non-Recyclable
2022,373.0372216,Pen,Type2 Plastic,633769.5461,0,FALSE,'Monthly',1,845767.5354,Non-Recyclable
2030,321.4947763,Pen,Recyclable Plastic,1286700.078,0,TRUE,'Monthly',1,849072.4522,Recyclable
2020,185.0843372,Patch Injector,Type1 Plastic,816569.9576,0,FALSE,'Monthly',0,1240203.538,Non-Recyclable
2024,77.09982571,Patch Injector,Recyclable Plastic,571412.0497,0,TRUE,'Monthly',1,332960.7014,Recyclable
2026,347.0980501,Patch Injector,Type2 Plastic,1211589.824,0,FALSE,'Weekly',1,1743250.672,Non-Recyclable
2022,89.35687697,Pen,Recyclable Plastic,488610.5749,0,TRUE,'Daily',0,338747.3003,Recyclable
2030,429.4553274,Pen,Recyclable Plastic,918727.9875,0,TRUE,'Weekly',1,726151.0631,Recyclable
2018,119.7528656,Autoinjector,Type2 Plastic,128070.1149,0,FALSE,'Monthly',1,170798.4494,Non-Recyclable
2030,372.9840263,Patch Injector,Type2 Plastic,1008576.393,0,FALSE,'Weekly',1,1477943.149,Non-Recyclable
2026,50.37314703,Pen,Recyclable Plastic,1020307.988,0,TRUE,'Weekly',1,774872.0498,Recyclable
2010,50,Autoinjector,Type2 Plastic,302745,0,FALSE,'Monthly',1,367935.9676,Non-Recyclable
2029,935.2993535,Pen,Type1 Plastic,1111403.213,0,FALSE,'Monthly',1,1430240.971,Non-Recyclable
2015,73.95696981,Autoinjector,Type1 Plastic,327607.5234,0,FALSE,'Weekly',1,452510.218,Non-Recyclable
2025,397.9803701,Autoinjector,Type1 Plastic,990707.853,0,FALSE,'Weekly',1,1350814.029,Non-Recyclable
2017,151.5369778,Autoinjector,Type1 Plastic,301380.5436,1,FALSE,'Daily',1,404167.4709,Non-Recyclable
2019,133.4097194,Autoinjector,Recyclable Plastic,849503.9956,0,TRUE,'Daily',1,611802.5038,Recyclable
2016,124.0572523,Patch Injector,Type1 Plastic,457976.2362,0,FALSE,'Monthly',1,575654.1637,Non-Recyclable
2019,59.94965184,Pen,Type1 Plastic,657411.3377,1,FALSE,'Daily',1,919522.5963,Non-Recyclable
2010,50,Pen,Type1 Plastic,523917,0,FALSE,'Yearly',1,680535.7018,Non-Recyclable
2015,74.59243858,Pen,Type2 Plastic,31184.45681,0,FALSE,'Weekly',1,49746.89142,Non-Recyclable
2019,65.33038744,Pen,Type2 Plastic,466613.0688,0,FALSE,'Weekly',0,681009.9347,Non-Recyclable
2024,537.0600389,Autoinjector,Type2 Plastic,1656398.057,1,FALSE,'Weekly',1,2650480.393,Non-Recyclable
2025,757.7462623,Autoinjector,Recyclable Plastic,762224.5372,0,TRUE,'Monthly',1,590948.5332,Recyclable
2018,87.13081811,Autoinjector,Type2 Plastic,922584.9284,0,FALSE,'Monthly',0,1310441.424,Non-Recyclable
2028,513.4852028,Autoinjector,Type1 Plastic,2196053.865,0,FALSE,'Monthly',1,3009596.794,Non-Recyclable
2014,89.65769126,Autoinjector,Type2 Plastic,98166.93868,1,FALSE,'Daily',1,121883.8668,Non-Recyclable
2010,50,Patch Injector,Type2 Plastic,220922,0,FALSE,'Daily',0,308750.4432,Non-Recyclable
2018,85.64810524,Pen,Type1 Plastic,587870.7955,0,FALSE,'Yearly',0,836812.3696,Non-Recyclable
2015,75.52271702,Autoinjector,Recyclable Plastic,863314.9686,1,TRUE,'Yearly',0,535333.5331,Recyclable
2027,50.46025735,Pen,Recyclable Plastic,143392.6166,0,TRUE,'Daily',1,99906.70178,Recyclable
2020,203.807667,Pen,Type1 Plastic,1390086.224,0,FALSE,'Monthly',1,1715351.317,Non-Recyclable
2025,147.6073724,Pen,Recyclable Plastic,935945.1657,0,TRUE,'Weekly',1,690728.1504,Recyclable
2014,98.36257851,Pen,Type1 Plastic,459655.1021,0,FALSE,'Weekly',0,741090.9054,Non-Recyclable
2010,50,Pen,Type1 Plastic,289157,0,FALSE,'Weekly',1,417761.1596,Non-Recyclable
2029,207.0321719,Autoinjector,Type2 Plastic,266481.7065,1,FALSE,'Weekly',1,336729.3688,Non-Recyclable
2019,255.5664527,Patch Injector,Type2 Plastic,127661.5169,0,FALSE,'Weekly',1,148475.0207,Non-Recyclable
2020,217.4745685,Autoinjector,Type2 Plastic,456799.7435,1,FALSE,'Weekly',0,608853.5224,Non-Recyclable
2017,100.6673049,Patch Injector,Type1 Plastic,784007.47,0,FALSE,'Monthly',1,933026.8939,Non-Recyclable
2014,90.49269808,Pen,Recyclable Plastic,657777.7574,0,TRUE,'Monthly',1,495496.174,Recyclable
2017,61.7554415,Autoinjector,Type1 Plastic,600386.3832,0,FALSE,'Monthly',1,789963.2957,Non-Recyclable
2022,403.8767287,Autoinjector,Type2 Plastic,1102075.333,0,FALSE,'Daily',1,1673824.792,Non-Recyclable
2022,51.67126232,Pen,Type1 Plastic,134902.2803,0,FALSE,'Monthly',1,192375.5598,Non-Recyclable
2017,144.8992398,Pen,Type1 Plastic,284998.4888,0,FALSE,'Monthly',1,429796.3739,Non-Recyclable
2019,64.91720461,Pen,Recyclable Plastic,110158.2884,0,TRUE,'Weekly',1,67701.97428,Recyclable
2025,83.71730018,Pen,Type1 Plastic,1240370.9,0,FALSE,'Monthly',1,1545170.452,Non-Recyclable
2025,69.02082293,Pen,Type2 Plastic,1581959.863,1,FALSE,'Weekly',0,1923080.738,Non-Recyclable
2026,165.6993084,Pen,Type1 Plastic,562872.1281,0,FALSE,'Weekly',1,830528.7864,Non-Recyclable
2022,99.18024058,Pen,Type1 Plastic,1075967.238,0,FALSE,'Weekly',1,1701837.696,Non-Recyclable
2015,100.2189643,Autoinjector,Recyclable Plastic,655598.8709,0,TRUE,'Yearly',1,486587.9188,Recyclable
2015,73.15328744,Patch Injector,Type2 Plastic,448008.6375,0,FALSE,'Daily',1,593562.2257,Non-Recyclable
2020,298.644955,Pen,Recyclable Plastic,1010034.229,1,TRUE,'Monthly',1,657519.1544,Recyclable
2018,117.6291694,Pen,Type1 Plastic,1100705.874,1,FALSE,'Weekly',1,1605827.848,Non-Recyclable
2026,438.8016653,Pen,Type2 Plastic,747870.4602,0,FALSE,'Daily',1,1002614.841,Non-Recyclable
2010,50,Autoinjector,Type2 Plastic,100014,0,FALSE,'Monthly',1,151175.8534,Non-Recyclable
2017,121.7264753,Pen,Recyclable Plastic,229765.1897,0,TRUE,'Monthly',1,162458.1887,Recyclable
2013,55.57619475,Autoinjector,Type2 Plastic,866573.0262,0,FALSE,'Monthly',1,1204890.061,Non-Recyclable
2021,100.9897981,Patch Injector,Recyclable Plastic,775804.8985,0,TRUE,'Yearly',1,524109.4585,Recyclable
2015,59.33974924,Autoinjector,Type1 Plastic,14569.11303,0,FALSE,'Monthly',1,21280.61552,Non-Recyclable
2021,207.0721856,Autoinjector,Type2 Plastic,1126131.808,1,FALSE,'Monthly',1,1519268.536,Non-Recyclable
2013,50.45446591,Autoinjector,Type1 Plastic,991931.2662,0,FALSE,'Daily',1,1375461.658,Non-Recyclable
2016,78.89440044,Pen,Type2 Plastic,682373.8873,0,FALSE,'Daily',0,1021871.139,Non-Recyclable
2013,58.527298,Patch Injector,Recyclable Plastic,242566.2715,0,TRUE,'Weekly',1,155785.6606,Recyclable
2030,98.94688999,Patch Injector,Type2 Plastic,1194514.721,0,FALSE,'Weekly',1,1725767.145,Non-Recyclable
2017,58.01617877,Pen,Type1 Plastic,24368.9528,0,FALSE,'Monthly',0,31652.36758,Non-Recyclable
2016,103.7614377,Autoinjector,Type1 Plastic,1077530.397,1,FALSE,'Weekly',1,1466046.7,Non-Recyclable
2010,50,Pen,Type2 Plastic,436680,0,FALSE,'Monthly',1,583879.7891,Non-Recyclable
2028,104.5011422,Patch Injector,Recyclable Plastic,265381.851,0,TRUE,'Yearly',1,173953.6432,Recyclable
2020,227.645606,Pen,Type2 Plastic,1157883.13,0,FALSE,'Weekly',0,1771012.771,Non-Recyclable
2015,121.7928494,Pen,Type1 Plastic,606094.2934,1,FALSE,'Monthly',1,850746.702,Non-Recyclable
2012,51.54160643,Patch Injector,Type2 Plastic,151148.2723,0,FALSE,'Monthly',1,210485.5803,Non-Recyclable
2015,91.99139891,Autoinjector,Type1 Plastic,371622.6694,0,FALSE,'Weekly',1,531829.1654,Non-Recyclable
2018,98.69760514,Autoinjector,Recyclable Plastic,1084198.13,0,TRUE,'Monthly',1,801227.0749,Recyclable
2023,107.0498366,Autoinjector,Recyclable Plastic,819683.2277,0,TRUE,'Monthly',1,549637.3421,Recyclable
2020,305.6777203,Patch Injector,Type1 Plastic,652741.0014,0,FALSE,'Daily',0,880090.0301,Non-Recyclable
2024,261.193396,Patch Injector,Type2 Plastic,1743098.711,0,FALSE,'Weekly',1,2597200.247,Non-Recyclable
2029,81.16921077,Pen,Type1 Plastic,2053517.95,0,FALSE,'Daily',1,2904413.47,Non-Recyclable
2014,91.40762324,Autoinjector,Type2 Plastic,316878.4276,0,FALSE,'Monthly',1,399301.0381,Non-Recyclable
2015,105.8435551,Pen,Recyclable Plastic,319164.6408,0,TRUE,'Monthly',1,231518.3435,Recyclable
2015,105.4908155,Autoinjector,Recyclable Plastic,580315.7738,0,TRUE,'Weekly',1,384100.1451,Recyclable
2014,68.51701544,Patch Injector,Type2 Plastic,1183778.632,0,FALSE,'Daily',0,1544722.816,Non-Recyclable
2016,74.14770962,Pen,Type2 Plastic,1239054.93,0,FALSE,'Yearly',1,1581159.434,Non-Recyclable
2021,306.7667473,Patch Injector,Type1 Plastic,1138757.605,0,FALSE,'Monthly',1,1631059.403,Non-Recyclable
2012,67.48363872,Autoinjector,Type1 Plastic,843683.2266,0,FALSE,'Weekly',1,1253568.608,Non-Recyclable
2026,803.8026034,Autoinjector,Recyclable Plastic,400951.0618,0,TRUE,'Daily',1,290747.016,Recyclable
2010,50,Autoinjector,Type2 Plastic,694463,0,FALSE,'Daily',0,915675.6259,Non-Recyclable
2014,57.35408741,Patch Injector,Type2 Plastic,859919.2003,1,FALSE,'Weekly',1,1171407.661,Non-Recyclable
2026,96.1504575,Pen,Recyclable Plastic,1603788.068,0,TRUE,'Monthly',1,1126835.846,Recyclable
2010,50,Pen,Recyclable Plastic,643086,0,TRUE,'Yearly',1,532928.7386,Recyclable
2023,467.3591987,Patch Injector,Recyclable Plastic,232070.8511,0,TRUE,'Monthly',0,158853.5649,Recyclable
2019,85.39425152,Pen,Type1 Plastic,626341.5466,0,FALSE,'Yearly',1,833406.3424,Non-Recyclable
2019,223.8239405,Patch Injector,Recyclable Plastic,957394.5028,0,TRUE,'Daily',0,697934.3441,Recyclable
2027,71.03005442,Autoinjector,Type2 Plastic,267346.3932,1,FALSE,'Weekly',1,364737.3676,Non-Recyclable
2025,387.2105034,Pen,Type2 Plastic,1117724.31,0,FALSE,'Yearly',1,1416229.063,Non-Recyclable
2018,83.49189545,Pen,Type2 Plastic,223065.0137,0,FALSE,'Monthly',0,354698.4508,Non-Recyclable
2017,112.0407747,Autoinjector,Type2 Plastic,1201310.307,1,FALSE,'Monthly',1,1725129.633,Non-Recyclable
2018,142.4026415,Pen,Recyclable Plastic,419182.6429,0,TRUE,'Weekly',1,296082.5772,Recyclable
2024,87.42672453,Autoinjector,Type1 Plastic,77098.31903,0,FALSE,'Monthly',1,99653.56491,Non-Recyclable
2018,63.68356608,Autoinjector,Type2 Plastic,1388665.605,0,FALSE,'Monthly',1,2006741.787,Non-Recyclable
2023,57.78449014,Pen,Type1 Plastic,1009279.855,0,FALSE,'Yearly',1,1565951.541,Non-Recyclable
2013,52.64986973,Patch Injector,Type2 Plastic,391422.2632,0,FALSE,'Yearly',1,553247.2234,Non-Recyclable
2022,106.6426535,Patch Injector,Type1 Plastic,1295341.372,0,FALSE,'Daily',1,1825615.817,Non-Recyclable
2017,124.6954494,Autoinjector,Type1 Plastic,171698.5763,1,FALSE,'Monthly',1,251334.511,Non-Recyclable
2023,78.54816378,Autoinjector,Type2 Plastic,640618.7618,0,FALSE,'Monthly',1,888339.2403,Non-Recyclable
2019,220.3210022,Patch Injector,Type1 Plastic,680658.324,0,FALSE,'Monthly',1,869449.8072,Non-Recyclable
2026,195.0350456,Patch Injector,Recyclable Plastic,1340279.304,0,TRUE,'Monthly',1,941259.9039,Recyclable
2017,128.3501712,Patch Injector,Recyclable Plastic,1056397.574,0,TRUE,'Yearly',0,669628.1728,Recyclable
2017,153.2136231,Pen,Type2 Plastic,805279.1013,1,FALSE,'Monthly',1,1062500.895,Non-Recyclable
2029,789.483515,Patch Injector,Type1 Plastic,2191359.522,0,FALSE,'Monthly',1,3095333.487,Non-Recyclable
2010,50,Patch Injector,Type1 Plastic,888533,0,FALSE,'Monthly',1,1306403.311,Non-Recyclable
2021,55.84412358,Pen,Type1 Plastic,799565.0899,1,FALSE,'Monthly',0,998448.5043,Non-Recyclable
2024,176.237597,Autoinjector,Recyclable Plastic,1655503.568,0,TRUE,'Monthly',0,1099775.76,Recyclable
2012,60.17560795,Autoinjector,Recyclable Plastic,758223.5342,0,TRUE,'Yearly',1,531984.9293,Recyclable
2017,137.820302,Autoinjector,Type2 Plastic,500916.9095,0,FALSE,'Weekly',1,759347.7359,Non-Recyclable
2027,74.37495226,Pen,Recyclable Plastic,263094.2791,0,TRUE,'Yearly',0,173800.967,Recyclable
2028,513.3857545,Patch Injector,Recyclable Plastic,1829294.005,0,TRUE,'Weekly',0,1103071.303,Recyclable
2018,212.39203,Autoinjector,Type2 Plastic,1414307.501,0,FALSE,'Yearly',1,2046426.177,Non-Recyclable
2028,324.0356663,Autoinjector,Type1 Plastic,626443.836,0,FALSE,'Monthly',1,946623.7691,Non-Recyclable
2020,64.60029166,Patch Injector,Type2 Plastic,677124.1743,0,FALSE,'Monthly',1,988252.5421,Non-Recyclable
2028,66.2951219,Patch Injector,Recyclable Plastic,534275.1832,0,TRUE,'Monthly',1,409609.0259,Recyclable
2023,58.31166019,Pen,Recyclable Plastic,927749.9735,0,TRUE,'Daily',1,559980.1187,Recyclable
2010,50,Autoinjector,Type1 Plastic,613067,0,FALSE,'Monthly',1,849239.1666,Non-Recyclable
2015,67.94034124,Autoinjector,Type2 Plastic,867630.4966,0,FALSE,'Monthly',1,1225396.438,Non-Recyclable
2016,70.54351295,Pen,Type1 Plastic,296438.6813,1,FALSE,'Weekly',1,406051.7662,Non-Recyclable
2016,57.52989242,Patch Injector,Type1 Plastic,318963.8746,0,FALSE,'Monthly',0,479792.7193,Non-Recyclable
2020,231.843172,Patch Injector,Type1 Plastic,1243002.937,0,FALSE,'Monthly',1,1809966.222,Non-Recyclable
2022,141.3362381,Autoinjector,Recyclable Plastic,1281916.775,0,TRUE,'Daily',1,981452.8495,Recyclable
2019,199.7126064,Pen,Type1 Plastic,407854.353,0,FALSE,'Yearly',1,495914.2682,Non-Recyclable
2013,60.83747321,Autoinjector,Recyclable Plastic,1036041.902,0,TRUE,'Weekly',1,770893.5948,Recyclable
2030,123.9217452,Autoinjector,Recyclable Plastic,1404075.788,0,TRUE,'Monthly',0,1021981.58,Recyclable
2014,53.69670673,Pen,Recyclable Plastic,642649.4664,0,TRUE,'Weekly',1,435185.0894,Recyclable
2013,86.030177,Pen,Recyclable Plastic,255315.3795,0,TRUE,'Weekly',1,170578.4597,Recyclable
2011,54.42547421,Autoinjector,Type2 Plastic,677945.84,0,FALSE,'Weekly',0,780972.2599,Non-Recyclable
2025,413.0744337,Autoinjector,Type2 Plastic,1870613.045,0,FALSE,'Monthly',1,2676368.463,Non-Recyclable
2012,60.22240331,Pen,Type2 Plastic,120886.0755,0,FALSE,'Monthly',0,152457.1464,Non-Recyclable
2012,51.18411528,Patch Injector,Recyclable Plastic,340462.8183,0,TRUE,'Weekly',1,236860.4892,Recyclable
2020,79.87228022,Autoinjector,Recyclable Plastic,165330.6776,0,TRUE,'Weekly',1,132936.415,Recyclable
2017,166.9977859,Pen,Type1 Plastic,1008853.144,0,FALSE,'Monthly',1,1497067.078,Non-Recyclable
2017,71.25368002,Pen,Type1 Plastic,1120627.531,0,FALSE,'Daily',1,1417289.91,Non-Recyclable
2021,294.7286995,Pen,Type2 Plastic,636812.4037,0,FALSE,'Weekly',0,910309.6498,Non-Recyclable
2026,158.5284665,Patch Injector,Type2 Plastic,787632.2798,0,FALSE,'Daily',1,1059821.461,Non-Recyclable
2012,61.95717563,Autoinjector,Recyclable Plastic,184272.6666,0,TRUE,'Yearly',1,126485.5923,Recyclable
2021,207.5592873,Pen,Type2 Plastic,197551.5241,0,FALSE,'Weekly',1,289528.6887,Non-Recyclable
2021,65.31988956,Pen,Recyclable Plastic,464291.765,1,TRUE,'Monthly',1,369793.5059,Recyclable
2010,50,Patch Injector,Recyclable Plastic,365496,0,TRUE,'Monthly',1,227979.3489,Recyclable
2021,115.4038648,Autoinjector,Recyclable Plastic,960178.8559,0,TRUE,'Monthly',0,710028.9718,Recyclable
2029,674.5397224,Autoinjector,Type2 Plastic,1679316.863,1,FALSE,'Monthly',1,2483713.346,Non-Recyclable
2012,71.2674483,Patch Injector,Type1 Plastic,263252.2827,1,FALSE,'Yearly',1,379817.5072,Non-Recyclable
2011,57.33501946,Pen,Recyclable Plastic,57512.62,0,TRUE,'Monthly',1,38095.18415,Recyclable
2020,95.67528356,Autoinjector,Recyclable Plastic,269277.1329,0,TRUE,'Monthly',1,201296.009,Recyclable
2024,299.7864973,Patch Injector,Type2 Plastic,256898.0956,0,FALSE,'Weekly',1,387527.6414,Non-Recyclable
2022,337.6563864,Pen,Recyclable Plastic,630138.664,0,TRUE,'Yearly',1,417720.5447,Recyclable
2013,55.83835838,Pen,Type1 Plastic,53491.02094,1,FALSE,'Yearly',1,78150.68413,Non-Recyclable
2027,796.214271,Autoinjector,Type2 Plastic,529466.4056,1,FALSE,'Monthly',1,751894.2859,Non-Recyclable
2011,50.30019934,Autoinjector,Type2 Plastic,427897.195,0,FALSE,'Monthly',1,582697.6417,Non-Recyclable
2026,266.3920472,Patch Injector,Recyclable Plastic,842175.6028,0,TRUE,'Monthly',1,673158.3132,Recyclable
2011,50.45234426,Autoinjector,Type1 Plastic,847958.98,0,FALSE,'Yearly',1,1082562.518,Non-Recyclable
2028,569.5941813,Patch Injector,Type1 Plastic,744495.86,0,FALSE,'Daily',1,868049.5485,Non-Recyclable
2011,53.8257055,Patch Injector,Type1 Plastic,166124.695,0,FALSE,'Monthly',1,271210.1388,Non-Recyclable
2012,54.44924325,Autoinjector,Recyclable Plastic,728339.178,0,TRUE,'Monthly',1,495611.6614,Recyclable
